,word,dante,schaede,dd,avg,var,class
460,slanderous,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
461,slant,0.0,0.0,0,0.0,0.0,False
462,slap,0.0,0.0,0,0.0,0.0,False
463,slaughter,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
464,sleazy,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
465,slothful,0.0,0.0,0,0.0,0.0,False
466,sluggish,0.0,0.0,0,0.0,0.0,False
467,slut,1.0,1.0,2,1.3333333333333333,0.2222222222222222,True
468,smug,0.0,0.0,0,0.0,0.0,False
469,smut,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
470,sneaky,0.0,0.0,0,0.0,0.0,False
471,sneer,0.0,0.0,0,0.0,0.0,False
472,sneer,0.0,0.0,0,0.0,0.0,False
473,snout,0.0,0.0,0,0.0,0.0,False
474,snowflake,1.0,1.0,1,1.0,0.0,True
475,sour,0.0,0.0,0,0.0,0.0,False
476,spick,2.0,2.0,1,1.6666666666666667,0.2222222222222222,True
477,spide,1.0,2.0,1,1.3333333333333333,0.2222222222222222,True
478,spigger,2.0,2.0,1,1.6666666666666667,0.2222222222222222,True
479,spiteful,0.0,0.0,0,0.0,0.0,False
480,spitefulness,0.0,0.0,0,0.0,0.0,False
481,spoil,0.0,0.0,0,0.0,0.0,False
482,spurn,0.0,0.0,0,0.0,0.0,False
483,squaw,0.0,2.0,1,1.0,0.6666666666666666,True
484,stench,0.0,0.0,0,0.0,0.0,False
485,stink,0.0,0.0,0,0.0,0.0,False
486,stink,0.0,0.0,0,0.0,0.0,False
487,stinking,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
488,strange,0.0,0.0,0,0.0,0.0,False
489,strangle,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
490,stubborn,0.0,0.0,0,0.0,0.0,False
491,substandard,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
492,sucker,0.0,1.0,1,0.6666666666666666,0.22222222222222224,True
493,sulk,0.0,0.0,0,0.0,0.0,False
494,swagger,0.0,0.0,0,0.0,0.0,False
495,swindle,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
496,tantrum,0.0,0.0,0,0.0,0.0,False
497,tart,0.0,0.0,1,0.3333333333333333,0.22222222222222224,False
498,taunt,0.0,0.0,0,0.0,0.0,False
499,tedious,0.0,0.0,0,0.0,0.0,False
500,thoughtless,0.0,0.0,0,0.0,0.0,False
501,throttle,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
502,torment,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
503,torment,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
504,torture,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
505,torture,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
506,traitor,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
507,tramp,1.0,1.0,1,1.0,0.0,True
508,tranny,2.0,2.0,1,1.6666666666666667,0.2222222222222222,True
509,travesty,0.0,0.0,0,0.0,0.0,False
510,treasonous,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
511,twat,1.0,1.0,1,1.0,0.0,True
512,twink,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
513,twisted,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
514,tyrannical,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
515,ugliness,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
516,ugly,1.0,1.0,1,1.0,0.0,True
517,unbearable,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
518,uneasy,0.0,0.0,0,0.0,0.0,False
519,unethical,0.0,0.0,0,0.0,0.0,False
520,unfaithful,0.0,0.0,0,0.0,0.0,False
521,unfeeling,0.0,0.0,0,0.0,0.0,False
522,unhealthy,0.0,0.0,0,0.0,0.0,False
523,unruly,0.0,0.0,0,0.0,0.0,False
524,unwanted,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
525,unworthy,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
526,usurper,0.0,0.0,0,0.0,0.0,False
527,vengeful,0.0,0.0,0,0.0,0.0,False
528,viciousness,0.0,0.0,0,0.0,0.0,False
529,vile,1.0,1.0,0,0.6666666666666666,0.22222222222222224,True
530,violation,0.0,0.0,0,0.0,0.0,False
531,violent,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
532,viper,0.0,0.0,0,0.0,0.0,False
533,vomit,0.0,0.0,0,0.0,0.0,False
534,vulgar,0.0,1.0,0,0.3333333333333333,0.22222222222222224,False
535,warped,0.0,0.0,0,0.0,0.0,False
536,waste,1.0,0.0,0,0.3333333333333333,0.22222222222222224,False
537,wastefulness,0.0,0.0,0,0.0,0.0,False
538,wetback,2.0,2.0,2,2.0,0.0,True
539,whine,0.0,0.0,0,0.0,0.0,False
540,whore,1.0,1.0,2,1.3333333333333333,0.2222222222222222,True
541,wigger,1.0,1.0,1,1.0,0.0,True
542,wolly,0.0,0.0,0,0.0,0.0,False
543,wop,1.0,2.0,1,1.3333333333333333,0.2222222222222222,True
544,worthless,1.0,1.0,1,1.0,0.0,True
545,wreck,0.0,0.0,0,0.0,0.0,False
546,wreck,0.0,0.0,0,0.0,0.0,False
547,yarpie,0.0,2.0,1,1.0,0.6666666666666666,True
548,yokel,1.0,1.0,1,1.0,0.0,True
549,zealot,0.0,1.0,1,0.6666666666666666,0.22222222222222224,True
550,zigabo,2.0,1.0,1,1.3333333333333333,0.2222222222222222,True
